manufacturer,model,engine_size,fuel_type,year_of_manufacture,mileage,price
Ford,Focus,1.4,Petrol,1996,313731,672.0
Porsche,718 Cayman,2.4,Petrol,2009,102024,17806.0
Ford,Focus,1.6,Petrol,2020,26691,37119.0
Porsche,718 Cayman,2.0,Petrol,2014,63564,29642.0
Porsche,Cayenne,2.6,Petrol,1998,231575,3573.0
Ford,Mondeo,1.8,Petrol,2003,74632,9315.0
Ford,Fiesta,1.4,Petrol,2022,5435,30689.0
Ford,Mondeo,1.8,Diesel,2007,93083,11226.0
VW,Golf,1.4,Petrol,2016,14339,23912.0
Porsche,Cayenne,4.0,Petrol,2011,106225,30150.0
Toyota,Yaris,1.0,Petrol,2015,44432,15127.0
VW,Polo,1.2,Petrol,2010,54195,9905.0
Ford,Mondeo,2.0,Diesel,1998,192026,2936.0
Ford,Mondeo,2.0,Hybrid,1993,206656,2113.0
VW,Golf,1.2,Diesel,2013,53539,15138.0
VW,Passat,1.8,Diesel,1991,194041,1813.0
Ford,Fiesta,1.0,Petrol,1999,95809,3190.0
VW,Golf,1.4,Petrol,1987,252212,553.0
BMW,Z4,2.4,Petrol,2011,57225,22904.0
Toyota,Prius,1.0,Hybrid,1994,130053,3188.0
Toyota,Yaris,1.0,Petrol,2006,100825,5680.0
Ford,Mondeo,1.8,Diesel,1995,152539,3187.0
VW,Golf,1.6,Hybrid,2014,77544,18234.0
Toyota,RAV4,1.8,Hybrid,1992,142144,3996.0
VW,Polo,1.4,Petrol,1991,239878,682.0
VW,Passat,1.8,Petrol,1998,143687,4210.0
VW,Golf,1.4,Petrol,1989,336769,283.0
VW,Polo,1.0,Petrol,2017,41601,15586.0
Ford,Mondeo,1.4,Hybrid,2015,47584,26142.0
VW,Passat,1.4,Diesel,1991,221537,1252.0
BMW,X3,2.4,Petrol,1995,152827,4089.0
VW,Polo,2.0,Diesel,1989,179153,1286.0
Ford,Focus,1.6,Petrol,2010,14557,20376.0
Porsche,718 Cayman,2.4,Petrol,2015,47211,38508.0
Ford,Mondeo,1.6,Diesel,2016,34672,28250.0
VW,Golf,2.0,Petrol,1999,169645,3071.0
BMW,M5,4.0,Petrol,2002,99654,21871.0
VW,Golf,1.2,Diesel,2012,103562,10048.0
BMW,X3,2.0,Petrol,2009,106868,13617.0
Toyota,Prius,1.4,Hybrid,2018,32994,36509.0
Ford,Mondeo,2.0,Hybrid,1989,173586,2158.0
Toyota,RAV4,2.0,Petrol,2001,113066,8029.0
VW,Polo,1.2,Petrol,1994,181611,1296.0
Ford,Fiesta,1.4,Petrol,2011,63829,10474.0
Ford,Mondeo,1.4,Petrol,2021,12698,39713.0
Ford,Focus,1.8,Petrol,2010,83902,14064.0
Ford,Mondeo,1.6,Diesel,1996,182803,2489.0
VW,Golf,1.4,Petrol,2014,26903,19526.0
Toyota,Yaris,1.0,Petrol,2014,33775,15081.0
VW,Polo,1.6,Petrol,2007,142369,4942.0
Porsche,911,2.6,Petrol,2017,35573,86645.0
Porsche,Cayenne,3.0,Petrol,2015,75198,42519.0
Ford,Focus,1.0,Petrol,1997,206910,1637.0
Ford,Mondeo,1.8,Petrol,2005,86945,9774.0
Toyota,Prius,1.4,Hybrid,2005,9000,17521.0
Toyota,Yaris,1.2,Hybrid,2021,13029,35494.0
Toyota,RAV4,2.4,Hybrid,2011,115854,20127.0
BMW,M5,5.0,Petrol,1991,139369,8660.0
VW,Passat,1.6,Diesel,2004,108662,8167.0
VW,Golf,1.4,Petrol,2004,69950,7682.0
Ford,Mondeo,1.8,Hybrid,1991,161237,2596.0
Ford,Fiesta,1.2,Petrol,2017,40574,16739.0
BMW,M5,4.4,Petrol,1997,115910,14559.0
Toyota,Prius,1.0,Hybrid,2006,43273,13043.0
Porsche,Cayenne,4.0,Petrol,1997,242136,3764.0
Ford,Mondeo,1.8,Diesel,1999,203799,2684.0
VW,Polo,1.2,Petrol,2005,158600,3280.0
Toyota,Prius,1.0,Hybrid,2020,19953,37957.0
Ford,Mondeo,1.4,Diesel,2020,20071,37484.0
Ford,Mondeo,1.6,Diesel,1992,143553,2647.0
Ford,Focus,1.4,Diesel,1993,170144,2143.0
Toyota,Yaris,1.0,Hybrid,2000,192011,2185.0
Toyota,Prius,1.0,Hybrid,2010,37129,17667.0
Ford,Focus,2.0,Petrol,2009,88150,13461.0
Ford,Fiesta,1.2,Petrol,1993,287183,452.0
BMW,X3,3.0,Petrol,2007,132096,12026.0
BMW,M5,4.4,Petrol,2005,91527,29711.0
Toyota,RAV4,1.8,Hybrid,2003,82270,13061.0
VW,Polo,1.4,Petrol,1993,161164,1558.0
Toyota,Prius,1.0,Hybrid,2003,110999,6727.0
Ford,Mondeo,1.6,Diesel,1995,219191,1690.0
VW,Golf,2.0,Petrol,2007,94905,9429.0
BMW,Z4,2.4,Petrol,1996,87803,6857.0
BMW,Z4,2.4,Petrol,2018,31505,42717.0
VW,Polo,2.0,Petrol,2018,29084,25359.0
Ford,Focus,1.4,Diesel,2001,173431,3554.0
Toyota,RAV4,2.0,Hybrid,1994,245758,1953.0
Ford,Fiesta,1.4,Petrol,1994,86769,2885.0
Toyota,Yaris,1.4,Hybrid,2019,38874,28998.0
VW,Polo,1.2,Petrol,2019,28507,21067.0
Ford,Mondeo,1.8,Hybrid,2011,80156,18347.0
Toyota,Yaris,1.0,Hybrid,2012,71346,12508.0
Ford,Focus,1.6,Hybrid,1993,207508,1893.0
VW,Polo,1.0,Diesel,2008,74622,7268.0
Toyota,Prius,1.8,Hybrid,2021,10083,57401.0
Toyota,Yaris,1.2,Hybrid,2003,104676,5942.0
Ford,Fiesta,1.4,Petrol,1992,130682,1818.0
Toyota,RAV4,2.2,Petrol,2007,92588,14607.0
Toyota,Yaris,1.4,Hybrid,2007,72910,10494.0
VW,Passat,2.0,Diesel,1993,248779,1333.0
VW,Golf,1.8,Petrol,2004,86449,7778.0
Ford,Fiesta,1.0,Petrol,2018,41266,16266.0
Porsche,Cayenne,2.6,Petrol,2007,103858,18947.0
VW,Passat,2.0,Diesel,1989,190579,1724.0
VW,Golf,1.8,Petrol,1990,274870,620.0
VW,Golf,1.2,Diesel,2014,65536,14978.0
Toyota,Prius,1.8,Hybrid,2011,75460,19850.0
Ford,Fiesta,1.4,Petrol,2010,77326,8952.0
Ford,Fiesta,1.0,Petrol,2017,39855,15346.0
VW,Passat,1.6,Diesel,2005,59344,12316.0
Ford,Fiesta,1.2,Petrol,2010,86575,7772.0
Ford,Focus,2.0,Petrol,2016,49468,27764.0
Ford,Fiesta,1.2,Petrol,1985,247936,383.0
Ford,Fiesta,1.2,Petrol,2005,64561,6469.0
Ford,Focus,1.6,Diesel,2004,93927,8692.0
BMW,M5,4.4,Petrol,1996,216993,5844.0
Ford,Mondeo,1.6,Petrol,2016,63802,22456.0
BMW,M5,4.4,Petrol,2018,34141,102706.0
VW,Golf,1.4,Petrol,2003,154753,3798.0
VW,Polo,1.4,Petrol,2001,138621,3193.0
BMW,X3,2.4,Petrol,2002,82553,11144.0
Toyota,Yaris,1.4,Petrol,1997,157181,2372.0
Toyota,RAV4,2.4,Hybrid,2000,93033,11444.0
BMW,M5,4.4,Petrol,2000,117103,17621.0
BMW,M5,4.0,Petrol,2012,46755,60859.0
BMW,M5,5.0,Petrol,2012,52101,65820.0
Ford,Focus,2.0,Petrol,1995,143497,3476.0
Ford,Fiesta,1.4,Diesel,2004,192096,2549.0
Toyota,Yaris,1.2,Hybrid,1989,17000,4115.0
Ford,Focus,2.0,Petrol,2011,35688,21623.0
Ford,Fiesta,1.0,Petrol,2008,104302,5463.0
VW,Passat,2.0,Diesel,2021,5288,54734.0
Porsche,911,2.6,Petrol,2003,75090,26516.0
VW,Polo,1.6,Petrol,2016,43489,18234.0
Toyota,Prius,1.8,Hybrid,2001,112617,7803.0
Ford,Mondeo,1.8,Diesel,1994,145664,3154.0
Ford,Fiesta,1.2,Petrol,2017,37190,17080.0
BMW,X3,2.0,Petrol,1996,173343,3361.0
Ford,Fiesta,1.4,Petrol,1999,183584,1872.0
Ford,Focus,2.0,Diesel,2017,42994,32425.0
Ford,Mondeo,1.4,Diesel,2005,117057,7255.0
Toyota,Prius,1.4,Hybrid,2014,62221,23352.0
VW,Polo,1.0,Petrol,1989,94383,1698.0
Toyota,Yaris,1.0,Hybrid,2016,46357,19177.0
Ford,Mondeo,2.0,Diesel,2007,88401,12235.0
VW,Golf,1.2,Diesel,1991,66378,3214.0
VW,Golf,1.4,Diesel,1996,149726,2606.0
Ford,Mondeo,1.4,Diesel,2016,25968,27782.0
Ford,Mondeo,1.8,Diesel,1999,119643,5406.0
VW,Polo,1.4,Diesel,2018,26227,22643.0
Ford,Fiesta,1.2,Petrol,2016,12854,18321.0
VW,Golf,1.2,Hybrid,2003,151589,4331.0
BMW,M5,4.0,Petrol,2019,20378,113184.0
VW,Golf,1.2,Petrol,2014,44069,16343.0
VW,Polo,1.0,Petrol,2010,95116,6852.0
Ford,Fiesta,1.4,Diesel,2018,48063,19388.0
VW,Polo,2.0,Petrol,2006,135895,5444.0
VW,Golf,1.4,Hybrid,2003,166709,4126.0
Toyota,RAV4,2.2,Hybrid,2009,78740,22073.0
VW,Passat,1.8,Diesel,1990,285977,731.0
BMW,M5,4.0,Petrol,1999,137574,13395.0
Toyota,Yaris,1.2,Petrol,2018,21533,23124.0
Toyota,Prius,1.4,Hybrid,2021,9690,50727.0
VW,Passat,1.4,Diesel,2001,101907,6576.0
BMW,Z4,2.0,Petrol,1992,196217,2012.0
VW,Passat,1.8,Petrol,1998,154697,3848.0
Toyota,Prius,1.8,Hybrid,1998,112185,6409.0
Toyota,RAV4,1.8,Hybrid,2003,119527,9942.0
Toyota,RAV4,2.0,Hybrid,2003,138049,9064.0
VW,Passat,2.0,Petrol,2013,109003,15806.0
Ford,Fiesta,1.2,Diesel,2017,34146,18258.0
Toyota,Prius,1.8,Hybrid,1998,103133,6857.0
VW,Polo,2.0,Petrol,2014,57291,16371.0
Toyota,Yaris,1.4,Hybrid,2013,66927,16293.0
Ford,Mondeo,1.6,Diesel,2008,69566,13315.0
VW,Polo,1.2,Petrol,2012,64815,10569.0
VW,Golf,1.4,Petrol,2002,191844,2593.0
Ford,Fiesta,1.2,Petrol,2000,156105,2337.0
Ford,Fiesta,1.0,Petrol,2019,29694,18611.0
Ford,Focus,1.8,Petrol,2015,72583,21213.0
Ford,Mondeo,1.8,Diesel,2009,105349,11729.0
VW,Passat,1.4,Petrol,1993,150887,2509.0
Ford,Mondeo,2.0,Diesel,2018,40128,34942.0
VW,Golf,1.4,Petrol,1999,142645,3211.0
Toyota,Prius,1.0,Hybrid,2019,18095,35872.0
Porsche,718 Cayman,2.4,Petrol,1993,186303,3107.0
Toyota,RAV4,2.0,Hybrid,2008,108615,15887.0
Ford,Fiesta,1.0,Petrol,2016,56111,12985.0
VW,Polo,1.6,Petrol,2021,9192,30893.0
Toyota,RAV4,2.4,Petrol,1991,170174,2854.0
Porsche,911,2.2,Petrol,2006,101496,24716.0
BMW,Z4,2.4,Petrol,2015,32750,34722.0
BMW,M5,5.0,Petrol,2003,124475,21677.0
Ford,Focus,1.4,Petrol,2016,20161,27581.0
Ford,Focus,1.4,Petrol,1995,212686,1610.0
VW,Passat,1.4,Petrol,1999,118580,4836.0
Toyota,RAV4,2.4,Hybrid,1999,167043,5994.0
VW,Passat,1.6,Diesel,2006,74167,11937.0
Toyota,Yaris,1.2,Hybrid,2012,69947,13831.0
VW,Golf,1.2,Diesel,1990,110740,2197.0
Ford,Mondeo,1.4,Diesel,2018,32491,30581.0
Toyota,Prius,1.4,Hybrid,2016,49920,28856.0
Ford,Fiesta,1.4,Petrol,2018,21593,21563.0
BMW,Z4,2.2,Petrol,2005,132168,8579.0
Toyota,RAV4,2.0,Hybrid,1994,157546,4244.0
BMW,X3,2.0,Petrol,1994,155853,3406.0
Toyota,RAV4,2.4,Hybrid,2006,123325,13617.0
VW,Polo,2.0,Petrol,1990,193247,1159.0
BMW,X3,3.0,Diesel,1997,168959,4796.0
Toyota,Prius,1.4,Hybrid,2016,59038,27238.0
Ford,Mondeo,1.8,Diesel,2009,103865,11859.0
Ford,Fiesta,1.2,Petrol,1999,169546,1954.0
Porsche,911,3.5,Petrol,2005,100456,29388.0
Toyota,RAV4,1.8,Hybrid,2012,89948,22549.0
Toyota,Yaris,1.0,Petrol,1992,91577,2388.0
VW,Polo,1.2,Petrol,2021,9242,26747.0
VW,Passat,2.0,Petrol,1999,108571,6236.0
Toyota,RAV4,2.2,Hybrid,2019,26507,59682.0
Toyota,Prius,1.8,Hybrid,2017,31130,39148.0
VW,Golf,1.6,Petrol,1990,83924,2935.0
Toyota,RAV4,2.4,Petrol,2000,116724,8002.0
Porsche,911,2.6,Petrol,2009,111086,30561.0
Toyota,Prius,1.0,Hybrid,2002,143891,4867.0
Ford,Focus,1.6,Petrol,2008,78582,12040.0
VW,Polo,1.0,Petrol,1992,299639,352.0
VW,Polo,1.2,Petrol,2004,30727,7652.0
VW,Golf,2.0,Diesel,2015,34183,25119.0
BMW,M5,4.4,Petrol,1991,147582,7602.0
Toyota,Prius,1.0,Hybrid,2013,45150,20563.0
Ford,Focus,1.8,Petrol,2002,133563,5693.0
Porsche,911,3.0,Petrol,2011,63308,52517.0
VW,Golf,1.8,Petrol,1988,145029,1715.0
Ford,Focus,1.4,Diesel,2006,86238,9813.0
VW,Polo,1.6,Petrol,1987,122445,1524.0
Ford,Fiesta,1.4,Petrol,1994,246904,761.0
Ford,Fiesta,1.0,Petrol,1998,158955,1824.0
Toyota,Yaris,1.2,Petrol,2008,60962,9366.0
Porsche,911,2.2,Petrol,1995,239389,3732.0
Ford,Focus,1.4,Petrol,1986,277569,486.0
Ford,Mondeo,1.8,Diesel,2010,98710,13165.0
BMW,X3,3.0,Petrol,2010,75785,22252.0
Toyota,Prius,1.8,Hybrid,1991,100258,4391.0
Toyota,Yaris,1.0,Petrol,2015,41905,15361.0
VW,Golf,2.0,Petrol,1994,224052,1365.0
Toyota,RAV4,2.0,Petrol,2016,48652,34048.0
Toyota,Prius,1.8,Hybrid,2008,50763,19094.0
BMW,M5,5.0,Petrol,1987,158636,5668.0
Toyota,Yaris,1.0,Petrol,2022,4252,30215.0
BMW,X3,3.0,Petrol,2009,88605,19043.0
Toyota,Prius,1.4,Hybrid,1991,146304,2712.0
Toyota,Prius,1.4,Hybrid,2002,208476,3322.0
VW,Polo,1.0,Petrol,2001,176388,1974.0
Toyota,Yaris,1.4,Hybrid,1994,192910,1719.0
Porsche,Cayenne,3.0,Petrol,1999,114424,11032.0
Porsche,911,2.2,Petrol,1989,98571,8129.0
Ford,Mondeo,1.4,Petrol,2018,25284,30350.0
Ford,Focus,1.8,Diesel,2012,79329,17417.0
VW,Passat,1.4,Petrol,1996,217059,1733.0
VW,Passat,2.0,Diesel,1996,256853,1511.0
VW,Passat,1.4,Diesel,2009,78242,13264.0
Ford,Focus,1.8,Diesel,2017,45525,30290.0
Porsche,Cayenne,3.5,Petrol,1991,158665,4915.0
Toyota,Yaris,1.4,Hybrid,2003,81278,7590.0
Ford,Fiesta,1.4,Hybrid,1992,154771,1797.0
Ford,Mondeo,2.0,Diesel,1998,184705,3128.0
VW,Passat,2.0,Diesel,2002,119676,7352.0
Ford,Focus,1.8,Petrol,2011,47117,19149.0
Ford,Focus,1.4,Hybrid,2017,45371,30558.0
Porsche,Cayenne,4.0,Petrol,2015,49438,58057.0
Ford,Focus,1.6,Hybrid,2010,73647,17074.0
Toyota,Prius,1.4,Hybrid,1993,119149,3841.0
VW,Passat,1.4,Petrol,2003,102304,7135.0
Ford,Focus,2.0,Diesel,2009,108485,12190.0
Ford,Fiesta,1.2,Petrol,2015,55776,13335.0
Toyota,RAV4,1.8,Petrol,2004,170160,5880.0
Ford,Mondeo,1.4,Diesel,2014,72713,18193.0
Ford,Mondeo,1.8,Diesel,1994,78978,5210.0
VW,Golf,1.2,Petrol,2003,118156,4706.0
Toyota,Prius,1.8,Hybrid,2017,46419,35740.0
BMW,M5,4.4,Petrol,1993,160723,7796.0
VW,Passat,1.6,Diesel,2005,153835,6118.0
VW,Golf,1.2,Petrol,2011,91417,9778.0
VW,Polo,1.6,Petrol,1995,134495,2365.0
Ford,Fiesta,1.2,Petrol,1991,31321,3123.0
VW,Passat,2.0,Diesel,2014,48548,26861.0
Ford,Focus,2.0,Petrol,1996,133111,4037.0
Ford,Mondeo,2.0,Diesel,2001,82403,8553.0
Ford,Fiesta,1.0,Petrol,2007,171135,3001.0
Toyota,Prius,1.4,Hybrid,1994,157136,3031.0
VW,Golf,1.4,Diesel,2011,126049,8560.0
BMW,X3,2.0,Petrol,1986,121590,2628.0
Ford,Focus,1.4,Petrol,2007,55666,12261.0
Ford,Fiesta,1.4,Diesel,2006,95923,6316.0
Ford,Fiesta,1.2,Petrol,1995,172649,1458.0
Toyota,Yaris,1.2,Hybrid,1987,133425,1640.0
Ford,Fiesta,1.0,Hybrid,2015,40954,16011.0
VW,Passat,1.4,Diesel,2001,88880,7225.0
Toyota,Yaris,1.2,Hybrid,2007,138955,5956.0
BMW,Z4,2.0,Petrol,1998,158595,4140.0
Ford,Mondeo,1.4,Diesel,1993,115694,3294.0
BMW,X3,2.4,Diesel,2015,61647,32042.0
Toyota,RAV4,2.4,Hybrid,2011,90358,24287.0
BMW,Z4,2.2,Petrol,2012,41894,25783.0
Ford,Fiesta,1.0,Petrol,2007,117966,4612.0
VW,Polo,1.6,Petrol,2004,89691,6039.0
VW,Polo,1.2,Petrol,2016,26585,17437.0
Toyota,Prius,1.0,Hybrid,2009,41799,16073.0
VW,Polo,1.4,Petrol,2005,65186,7141.0
Toyota,Yaris,1.4,Hybrid,1989,159722,1635.0
Ford,Focus,1.6,Petrol,1998,167538,3114.0
BMW,X3,2.0,Diesel,2009,67194,18907.0
Ford,Fiesta,1.2,Petrol,1996,154405,1816.0
Porsche,718 Cayman,2.4,Petrol,2014,60342,33159.0
Porsche,718 Cayman,4.0,Petrol,1996,171512,5561.0
Ford,Focus,1.8,Petrol,2011,80056,15440.0
Ford,Mondeo,1.4,Diesel,2004,107759,7280.0
VW,Polo,2.0,Petrol,2012,43241,15638.0
Ford,Focus,1.4,Petrol,2003,139521,5118.0
Toyota,Prius,1.0,Hybrid,2015,37865,24550.0
VW,Polo,1.0,Diesel,1998,288831,611.0
Toyota,Prius,1.8,Hybrid,1989,156496,2476.0
VW,Passat,1.8,Petrol,2006,112648,9149.0
BMW,X3,2.0,Diesel,2021,14559,57712.0
Ford,Mondeo,1.4,Diesel,1999,96637,5661.0
BMW,M5,4.4,Petrol,2004,60282,34383.0
Porsche,911,2.6,Petrol,1996,227252,4845.0
VW,Golf,1.2,Petrol,2016,49249,18089.0
Ford,Focus,2.0,Petrol,2016,43819,28745.0
BMW,M5,4.0,Petrol,2010,106732,35386.0
Toyota,RAV4,2.0,Hybrid,1995,136025,5404.0
VW,Golf,2.0,Diesel,2005,31437,13104.0
VW,Passat,1.8,Diesel,2002,136942,6092.0
VW,Golf,1.6,Petrol,1992,267309,718.0
Toyota,RAV4,2.4,Hybrid,2006,126943,13240.0
Toyota,RAV4,2.2,Hybrid,2003,136393,9633.0
Ford,Mondeo,1.8,Diesel,2007,104598,10323.0
VW,Golf,1.8,Diesel,2014,63797,18555.0
Toyota,Yaris,1.0,Hybrid,2003,68289,7006.0
VW,Golf,1.6,Diesel,1991,76707,3463.0
Toyota,RAV4,2.0,Hybrid,2009,51045,25243.0
VW,Passat,1.6,Diesel,2014,55690,22973.0
VW,Polo,1.4,Petrol,2001,117077,3779.0
BMW,M5,4.0,Petrol,2012,50586,59432.0
BMW,X3,3.0,Diesel,2008,115141,15393.0
VW,Golf,1.6,Petrol,2009,88997,10052.0
Ford,Focus,1.4,Diesel,2016,48904,24476.0
VW,Polo,2.0,Petrol,2009,82909,9884.0
Ford,Focus,1.0,Diesel,2000,173170,2816.0
BMW,M5,5.0,Petrol,2009,103081,38025.0
Ford,Fiesta,1.0,Petrol,2005,86652,5081.0
Ford,Mondeo,1.6,Diesel,2010,60926,16104.0
VW,Polo,1.4,Petrol,1997,108875,3080.0
Ford,Fiesta,1.4,Petrol,2003,147089,3321.0
Ford,Focus,1.6,Diesel,2003,70307,9581.0
Ford,Mondeo,1.4,Diesel,2006,99618,8834.0
Toyota,RAV4,2.4,Hybrid,2002,187479,6148.0
Ford,Fiesta,1.4,Petrol,1994,226494,917.0
Porsche,Cayenne,2.6,Petrol,2018,32304,63368.0
Ford,Focus,1.4,Diesel,2011,81300,14176.0
Porsche,911,3.5,Petrol,1991,240787,3560.0
Toyota,Prius,1.0,Hybrid,2008,117755,8919.0
VW,Passat,1.6,Diesel,2009,39792,18157.0
VW,Passat,2.0,Petrol,2007,97947,11496.0
VW,Golf,1.6,Petrol,2000,147047,3541.0
Toyota,RAV4,1.8,Hybrid,1992,230915,1857.0
VW,Polo,1.6,Diesel,1987,230672,638.0
BMW,Z4,2.4,Petrol,1991,164099,2716.0
VW,Passat,2.0,Diesel,2008,128866,10213.0
VW,Passat,2.0,Diesel,2007,126066,9765.0
Ford,Fiesta,1.4,Petrol,2000,159679,2451.0
Ford,Fiesta,1.4,Petrol,2000,123993,3266.0
BMW,X3,2.4,Diesel,2004,82576,13369.0
VW,Polo,1.6,Petrol,1999,43657,5864.0
VW,Polo,1.4,Petrol,2003,86643,5400.0
VW,Passat,2.0,Diesel,2009,82036,15444.0
BMW,M5,4.4,Petrol,1994,262648,3366.0
Ford,Focus,2.0,Petrol,1996,121797,4410.0
VW,Passat,2.0,Diesel,1990,268969,905.0
Toyota,Prius,1.0,Hybrid,2018,23326,32604.0
Ford,Fiesta,1.4,Petrol,2008,153509,4397.0
Ford,Focus,1.8,Diesel,1998,133800,4570.0
BMW,M5,5.0,Petrol,2016,56658,83493.0
VW,Passat,1.8,Diesel,2008,103473,11755.0
Ford,Fiesta,1.0,Petrol,1984,240086,351.0
VW,Passat,1.4,Diesel,2001,14159,11522.0
Toyota,Yaris,1.0,Hybrid,2005,60180,8442.0
VW,Passat,2.0,Diesel,2022,5636,58403.0
VW,Golf,1.6,Petrol,2010,78814,11537.0
Toyota,Prius,1.8,Hybrid,2018,13515,46149.0
Toyota,Yaris,1.0,Petrol,2008,43170,9559.0
Ford,Mondeo,1.6,Diesel,1992,80729,4247.0
Toyota,Prius,1.8,Hybrid,2011,103604,16256.0
VW,Passat,1.6,Diesel,2013,63098,20489.0
Ford,Focus,1.0,Petrol,2007,114258,6879.0
Toyota,Yaris,1.2,Hybrid,2019,9820,31595.0
BMW,Z4,2.0,Petrol,2012,41761,24603.0
Toyota,Yaris,1.2,Petrol,2013,51990,13841.0
Toyota,Yaris,1.4,Petrol,1987,249462,540.0
Toyota,RAV4,2.0,Hybrid,1991,175609,2985.0
VW,Golf,1.2,Petrol,2007,103449,6862.0
Toyota,Yaris,1.0,Hybrid,2013,61751,14246.0
VW,Polo,1.6,Petrol,2003,92797,5526.0
VW,Golf,1.8,Petrol,2004,159936,4410.0
Toyota,RAV4,2.0,Hybrid,2019,19857,59055.0
Toyota,RAV4,1.8,Petrol,2003,166214,5687.0
Ford,Focus,1.6,Petrol,2007,50840,13512.0
VW,Golf,1.8,Petrol,2018,45136,25963.0
VW,Golf,1.4,Diesel,2020,16705,32365.0
Ford,Fiesta,1.0,Petrol,2017,16911,17492.0
VW,Golf,1.6,Diesel,2006,44190,11615.0
Toyota,Prius,1.0,Hybrid,2022,5361,46869.0
Toyota,Prius,1.0,Hybrid,2010,113623,10517.0
Toyota,Yaris,1.2,Petrol,2018,30570,21973.0
Ford,Focus,1.8,Diesel,2004,97358,8994.0
Ford,Focus,1.8,Diesel,2011,91394,14972.0
Ford,Mondeo,1.4,Diesel,2008,97983,10215.0
VW,Golf,1.2,Diesel,2002,109439,4938.0
VW,Passat,1.8,Diesel,2007,51340,15705.0
VW,Polo,1.0,Petrol,1990,279114,374.0
VW,Golf,1.4,Hybrid,1993,161839,2206.0
Toyota,Yaris,1.4,Hybrid,2002,108819,5822.0
VW,Passat,1.8,Diesel,2019,24652,40953.0
Toyota,Prius,1.0,Hybrid,2022,3348,47353.0
Ford,Focus,1.0,Diesel,2003,150212,4165.0
Toyota,Yaris,1.0,Hybrid,2000,105427,4416.0
VW,Polo,2.0,Petrol,1998,116811,3706.0
BMW,M5,4.4,Petrol,2016,14984,100085.0
Toyota,Prius,1.0,Hybrid,1993,141139,2731.0
VW,Passat,1.8,Diesel,2008,78543,14041.0
Ford,Mondeo,1.4,Diesel,1995,175366,2322.0
Ford,Fiesta,1.2,Petrol,2002,66134,5241.0
Toyota,RAV4,2.2,Hybrid,1998,179305,4837.0
Ford,Mondeo,1.4,Petrol,1998,109788,4578.0
Ford,Focus,1.8,Diesel,2018,19201,37720.0
Ford,Focus,2.0,Diesel,2007,139142,8412.0
VW,Golf,1.6,Petrol,2009,78923,10785.0
VW,Polo,1.4,Petrol,2009,72366,8889.0
Ford,Mondeo,1.4,Diesel,2005,163445,5001.0
Ford,Fiesta,1.2,Diesel,2013,61162,11838.0
Toyota,RAV4,2.2,Hybrid,1996,198130,3595.0
Ford,Focus,2.0,Petrol,2016,55427,26744.0
VW,Polo,1.2,Petrol,2006,108619,5206.0
VW,Golf,2.0,Petrol,2010,75263,13216.0
Toyota,Prius,1.4,Hybrid,1990,265336,887.0
Ford,Mondeo,2.0,Diesel,2011,84391,16431.0
Ford,Fiesta,1.2,Petrol,1997,171146,1687.0
VW,Golf,1.4,Diesel,2006,100328,7450.0
Toyota,Yaris,1.4,Hybrid,2012,42732,17768.0
Porsche,911,3.0,Petrol,2014,74875,59388.0
VW,Passat,2.0,Petrol,2016,33254,32044.0
Ford,Fiesta,1.0,Petrol,2017,52503,14201.0
BMW,M5,4.4,Petrol,2011,70716,51192.0
Ford,Focus,1.0,Diesel,1989,209475,985.0
VW,Golf,1.2,Diesel,1997,116206,3362.0
Toyota,RAV4,1.8,Hybrid,2005,103255,12841.0
VW,Passat,2.0,Diesel,2009,125042,11247.0
Ford,Mondeo,1.6,Diesel,2004,184004,4200.0
BMW,Z4,2.4,Petrol,1997,44919,9726.0
Ford,Fiesta,1.4,Petrol,1999,107059,3476.0
Ford,Fiesta,1.4,Petrol,2017,32960,18912.0
Ford,Fiesta,1.2,Petrol,2014,66436,11642.0
Ford,Mondeo,2.0,Diesel,1992,234036,1352.0
Toyota,Yaris,1.0,Petrol,2016,26137,18004.0
Ford,Mondeo,1.8,Diesel,2015,19786,30503.0
Ford,Mondeo,1.4,Diesel,2018,27222,31520.0
VW,Passat,1.6,Petrol,2008,112805,9844.0
VW,Golf,2.0,Petrol,1994,281155,805.0
Toyota,Yaris,1.4,Petrol,2017,32667,21935.0
VW,Golf,1.6,Petrol,2012,25072,18459.0
Toyota,Prius,1.4,Hybrid,1993,146217,3101.0
Ford,Mondeo,1.8,Diesel,1991,234496,1195.0
Ford,Focus,2.0,Diesel,2014,50167,25402.0
Ford,Mondeo,1.6,Diesel,2019,38900,33653.0
Ford,Fiesta,1.4,Petrol,2007,75741,7409.0
BMW,M5,4.0,Petrol,2003,133101,18121.0
Ford,Focus,1.0,Petrol,2005,46397,9610.0
VW,Polo,1.4,Petrol,2018,30357,21063.0
VW,Polo,1.2,Petrol,2004,178408,2596.0
Toyota,Prius,1.0,Hybrid,1995,238183,1346.0
Toyota,RAV4,2.0,Petrol,2003,69360,12527.0
Ford,Fiesta,1.2,Petrol,2012,71197,9871.0
BMW,X3,3.0,Diesel,1991,297993,997.0
Toyota,RAV4,2.4,Hybrid,2010,45872,30520.0
Ford,Focus,2.0,Petrol,1985,285107,506.0
Ford,Focus,1.6,Diesel,2015,43322,25331.0
VW,Golf,1.6,Petrol,1991,197792,1264.0
